rank,team_id,team_slug,team_name,tier
1653,23283,echo-mix,"97

Echo.mix

1,000",5
1654,23290,roca-s-complexity,"97

roca's compLexity

1,000",5
1655,23292,fragworks,"97

Fragworks

1,000",5
1656,23299,wicked-mm,"97

Wicked MM

1,000",5
1657,23300,last-minute-plungers,"97

Last Minute Plungers

1,000",5
1658,23305,the-knives-five,"97

The Knives Five

1,000",5
1659,23306,the-zloty-king-and-pals,"97

the zloty king and pals

1,000",5
1660,23308,xlo,"97

XLO

1,000",5
1661,23406,diamond,"97

DiamonD

1,000",5
1662,23433,cs00,"97

CS00

1,000",5
1663,23434,bulldozer,"97

Bulldozer

1,000",5
1664,23435,team-yetti,"97

Team Yetti

1,000",5
1665,23436,green-crosshair,"97

Green Crosshair

1,000",5
1666,23438,project-polygon,"97

Project Polygon

1,000",5
1667,23439,team-entry-korea,"97

Team Entry Korea

1,000",5
1668,23442,derank-machine,"97

Derank Machine

1,000",5
1669,23444,wargods,"97

Wargods

1,000",5
1670,23448,superteam,"97

SUPERTEAM

1,000",5
1671,23450,zaku-gaming,"97

Zaku Gaming

1,000",5
1672,23494,elixir,"97

eLixir

1,000",5
1673,23497,innocent,"97

INNOCENT

1,000",5
1674,23504,kolding,"97

Kolding

1,000",5
1675,23553,foxtail,"97

FoxTail

1,000",5
1676,23557,devils-domain,"97

Devils Domain

1,000",5
1677,23579,dynamo-gaming,"97

Dynamo Gaming

1,000",5
1678,23584,hava,"97

hAvA

1,000",5
1679,23585,in-your-head,"97

IN YOUR HEAD

1,000",5
1680,23586,sylense,"97

SYLENSE

1,000",5
1681,23587,team-wtf,"97

Team WTF

1,000",5
1682,23588,the-hammer,"97

The Hammer

1,000",5
1683,23595,imperium-gamers,"97

Imperium Gamers

1,000",5
1684,23596,krakow,"97

Krakow

1,000",5
1685,23597,umad,"97

UMAD

1,000",5
1686,23598,team-sunny,"97

Team suNny

1,000",5
1687,23599,team-allu,"97

Team allu

1,000",5
1688,23600,team-twista,"97

Team Twista

1,000",5
1689,23601,team-aslak,"97

Team aslak

1,000",5
1690,23604,gosu,"97

gosu

1,000",5
1691,23611,inspire-esports,"97

Inspire ESports

1,000",5
1692,23612,team-crg,"97

Team CRG

1,000",5
1693,23613,eternity-gaming,"97

Eternity Gaming

1,000",5
1694,23614,team-alternate,"97

Team ALTERNATE

1,000",5
1695,23615,at-gaming,"97

AT Gaming

1,000",5
1696,23616,kowabunga,"97

KOWABUNGA

1,000",5
1697,23617,dox-serv-com,"97

DOX-SERV.COM

1,000",5
1698,23620,z-dragons,"97

Z-Dragons

1,000",5
1699,23621,mayam-gaming,"97

MayaM Gaming

1,000",5
1700,23623,cunt-destroyerz,"97

cunt destroyerZ

1,000",5
1701,23624,wrtt,"97

WRTT

1,000",5
1702,23625,evokate,"97

Evokate

1,000",5
1703,23626,masters0fownage,"97

masters0fownage

1,000",5
1704,23627,mistral-e2g,"97

Mistral.e2g

1,000",5
1705,23628,nothingbutgaming,"97

NothingButGaming

1,000",5
1706,23630,slow-motion,"97

Slow motion

1,000",5
1707,23631,crucial-connexion,"97

Crucial Connexion

1,000",5
1708,23632,roca3,"97

roca3

1,000",5
1709,23635,we-ride-camels,"97

We Ride Camels

1,000",5
1710,23636,b-s3x,"97

b.s3x

1,000",5
1711,23638,csb,"97

CSB

1,000",5
1712,23639,gameruniversity,"97

GamerUniversity

1,000",5
1713,23643,double-penetration,"97

Double Penetration

1,000",5
1714,23644,beast-4,"97

Beast +4

1,000",5
1715,23645,from-roihuvuori-h00ds,"97

from roihuvuori h00ds

1,000",5
1716,23646,partyastronauts,"97

partyastronauts

1,000",5
1717,23647,team-infame,"97

Team INFAME

1,000",5
1718,23649,fish-l33t,"97

fish.l33t

1,000",5
1719,23650,brussels-guardians,"97

Brussels GUARDIANS

1,000",5
1720,23652,queen-consolidated,"97

Queen Consolidated

1,000",5
1721,23653,inet-gamer,"97

Inet Gamer

1,000",5
1722,23654,gamoniac-mix,"97

Gamoniac.mix

1,000",5
1723,23655,xplayers,"97

xPlayers

1,000",5
1724,23656,hms,"97

HMS

1,000",5
1725,23657,trademark-esports,"97

Trademark eSports

1,000",5
1726,23658,pony-mix,"97

Pony-Mix

1,000",5
1727,23659,mymdl-net,"97

myMDL.net

1,000",5
1728,23660,nerds-gone-wild,"97

Nerds-gone-wild

1,000",5
1729,23661,hyperx-fr34kshow,"97

HyperX FR34KSHOW

1,000",5
1730,23664,wild-coolermaster,"97

WiLD.CoolerMaster

1,000",5
1731,23665,remake-esports,"97

Remake-eSports

1,000",5
1732,23680,qlimax-crew,"97

Qlimax Crew

1,000",5
1733,23681,at-gaming,"97

AT-Gaming

1,000",5
1734,23683,el-coupero-del-couranto,"97

el coupero del couranto

1,000",5
1735,23684,internet,"97

INTERNET

1,000",5
1736,23686,team-mistral,"97

Team Mistral

1,000",5
1737,23687,sports,"97

sports

1,000",5
1738,23703,crave-gaming,"97

Crave Gaming

1,000",5
1739,23704,internetz,"97

Internetz

1,000",5
1740,23707,dexterity-team,"97

Dexterity Team

1,000",5
1741,23708,eternal-conflict,"97

Eternal Conflict

1,000",5
1742,23710,fairplay,"97

FAIRPLAY

1,000",5
1743,23712,sharkconfig,"97

SHARKCONFIG

1,000",5
1744,23713,golly,"97

goLLy

1,000",5
1745,23714,you-hate-to-see-it,"97

You Hate to See It

1,000",5
1746,23715,leetgamerz,"97

LeetGamerZ

1,000",5
1747,23716,the-panthers,"97

The Panthers

1,000",5
1748,23717,dot-sefi,"97

DOT SEFI

1,000",5
1749,23718,wild-play-ev,"97

Wild-Play eV

1,000",5
1750,23719,manajuma,"97

Manajuma

1,000",5
1751,23720,the-gifted-minds,"97

The Gifted Minds

1,000",5
1752,23721,dsm-gang,"97

dsM gang

1,000",5
1753,23723,cursed-gaming-team,"97

Cursed Gaming Team

1,000",5
1754,23724,interstellar-marines,"97

Interstellar Marines

1,000",5
1755,23725,warlegend,"97

WaRLegenD

1,000",5
1756,23746,stfunerd,"97

stfuNerd

1,000",5
1757,23747,knockoutstars,"97

KnockOutStars

1,000",5
1758,23748,hard-2-believe,"97

Hard 2 Believe

1,000",5
1759,23749,inzein,"97

inzein

1,000",5
1760,23750,ultra-h,"97

ultra.h

1,000",5
1761,23752,team-hcbs,"97

Team-HCBS

1,000",5
1762,23753,dcypher-esports,"97

dCypher eSports

1,000",5
1763,23754,urge,"97

Urge

1,000",5
1764,23755,the-exiles,"97

The Exiles

1,000",5
1765,23756,ayy-lmao0,"97

ayy lmao0

1,000",5
1766,23757,ez,"97

EZ

1,000",5
1767,23759,gpr-brunei,"97

Gpr. Brunei

1,000",5
1768,23760,sys-gaming,"97

Sys-Gaming

1,000",5
1769,23762,kraftlaget,"97

Kraftlaget

1,000",5
1770,23763,austrias-finest,"97

AUSTRIAS FINEST

1,000",5
1771,23764,stahlwerk,"97

Stahlwerk

1,000",5
1772,23767,bbomm,"97

BBoMM

1,000",5
1773,23768,all-da-skinz,"97

aLL-dA-sKiNZ

1,000",5
1774,23769,london-lynx,"97

London Lynx

1,000",5
1775,23770,rasta-gaming,"97

Rasta Gaming

1,000",5
1776,23771,uk-topnerd,"97

UK TopNerd

1,000",5
1777,23773,chanteurs,"97

CHANTEURS

1,000",5
1778,23774,soubtop,"97

soubTOP

1,000",5
1779,23775,the100,"97

The100

1,000",5
1780,23776,xfunction,"97

xFunction

1,000",5
1781,23780,a-tu-paraudi,"97

a tu paraudi

1,000",5
1782,23781,zoooo,"97

ZOOOO

1,000",5
1783,23782,clive,"97

CLIVE!

1,000",5
1784,23783,pointofview,"97

Pointofview

1,000",5
1785,23784,gametoo-com,"97

gametoo.com

1,000",5
1786,23785,faux,"97

Faux

1,000",5
1787,23786,tzunami,"97

tzunami

1,000",5
1788,23787,justjuice,"97

justJUICE

1,000",5
1789,23788,jas,"97

JAS

1,000",5
1790,23791,who-am-i,"97

WHO AM I

1,000",5
1791,23793,webone,"97

WebOne

1,000",5
1792,23794,team-dejavue,"97

Team Dejavue

1,000",5
1793,23795,gamehoppers,"97

Gamehoppers

1,000",5
1794,23797,klanowa-nazwa-robocza,"97

Klanowa Nazwa Robocza

1,000",5
1795,23799,fm-esports-toxic,"97

fm-eSports TOXIC

1,000",5
1796,23800,tlr,"97

TLR

1,000",5
1797,23801,hltv-staff,"97

HLTV Staff

1,000",5
1798,23802,ninjas-in-pyjamas-staff,"97

Ninjas in Pyjamas Staff

1,000",5
1799,23803,natus-vincere-staff,"97

Natus Vincere Staff

1,000",5
1800,23804,sltv-selectah-staff,"97

SLTV.selectah Staff

1,000",5
1801,23805,game-show-staff,"97

Game Show Staff

1,000",5
1802,23806,fragbite-se-staff,"97

Fragbite.se Staff

1,000",5
1803,23807,1game-ua-staff,"97

1GAME.ua Staff

1,000",5
1804,23808,sltv-squad-staff,"97

SLTV.squad Staff

1,000",5
1805,23809,myxmg-staff,"97

myXMG Staff

1,000",5
1806,23810,noobtubers,"97

NoobTubers

1,000",5
1807,23812,ensox,"97

ENSOX

1,000",5
1808,23813,c4u,"97

c4u

1,000",5
1809,23814,mistral-tt,"97

Mistral.Tt

1,000",5
1810,23815,freakz,"97

freakz

1,000",5
1811,23816,rocketmen,"97

ROCKETMEN

1,000",5
1812,23818,imposing-gaming,"97

Imposing Gaming

1,000",5
1813,23819,alcohol-bitches,"97

Alcohol & Bitches

1,000",5
1814,23820,ministry,"97

.MINISTRY

1,000",5
1815,23821,ethnic-radicals,"97

Ethnic Radicals

1,000",5
1816,23822,iwt,"97

IWT!

1,000",5
1817,23823,opal-fruits,"97

Opal Fruits

1,000",5
1818,23824,ninja-turtles,"97

Ninja Turtles

1,000",5
1819,23825,u-s-creteil,"97

U.S. Creteil

1,000",5
1820,23826,vikings,"97

VIKINGS

1,000",5
1821,23828,pchire-net,"97

PCHire.net

1,000",5
1822,23829,pokerface,"97

PokerFace

1,000",5
1823,23830,4v1p,"97

4v1p

1,000",5
1824,23831,gnet,"97

gNET

1,000",5
1825,23838,katrina-fr,"97

Katrina FR

1,000",5
1826,23857,warmaker,"97

WARMAKER

1,000",5
1827,23862,3r2l,"97

3R2L

1,000",5
1828,23865,flawless-sa,"97

Flawless.SA

1,000",5
1829,23867,meet-your-finisher,"97

Meet Your Finisher

1,000",5
1830,23871,exire-esports,"97

eXire eSports

1,000",5
1831,23872,bulletsrage-pro,"97

BulletsRage.Pro

1,000",5
1832,23886,blb,"97

BLB

1,000",5
1833,23909,play2win-llagostera,"97

Play2Win Llagostera

1,000",5
1834,23910,xpresiv-e-club,"97

XPRESIV'E Club

1,000",5
1835,23914,e2g,"97

E2G

1,000",5
1836,23915,devil-batz,"97

Devil Batz

1,000",5
1837,23916,finsh-finsh,"97

finsh finsh

1,000",5
1838,23917,el1tegam3rs1337,"97

EL1TEGAM3RS1337

1,000",5
1839,23918,nameless,"97

Nameless

1,000",5
1840,23919,bosshaft,"97

BOSSHAFT

1,000",5
1841,23920,iyh,"97

IYH

1,000",5
1842,23921,redsky,"97

RedSky

1,000",5
1843,23922,redzone,"97

redzone

1,000",5
1844,23923,crusaders,"97

Crusaders

1,000",5
1845,23928,degenerades,"97

Degenerades

1,000",5
1846,23929,dtektion,"97

dtektion

1,000",5
1847,23930,perfectionvore,"97

Perfectionvore

1,000",5
1848,23931,peonyghost,"97

peonyghost

1,000",5
1849,23941,area51-csgo,"97

Area51 CSGO

1,000",5
1850,23942,rhythm,"97

Rhythm

1,000",5
1851,23950,overgame-esports,"97

overGame eSports

1,000",5
1852,23951,baskonia-atlantis,"97

Baskonia Atlantis

1,000",5
1853,23953,wrush,"97

WRush

1,000",5
1854,23954,l9linternet,"97

l9liNTERNET

1,000",5
1855,23956,team-project-evolution,"97

Team Project Evolution

1,000",5
1856,23966,ema,"97

EMA

1,000",5
1857,23967,quency-stark,"97

Quency Stark

1,000",5
1858,23968,ng-store,"97

nG.Store

1,000",5
1859,23969,los-mexicanos,"97

Los Mexicanos

1,000",5
1860,23970,team-biceps,"97

Team Biceps

1,000",5
1861,23971,chupa,"97

chupa

1,000",5
1862,23973,sharkbait,"97

SharkBait

1,000",5
1863,23980,nextgaming,"97

NextGaming

1,000",5
1864,23981,tes,"97

TES

1,000",5
1865,23982,easy-fix,"97

Easy Fix

1,000",5
1866,23983,dibized,"97

DIBIZED

1,000",5
1867,23984,los-pollos-hermanos,"97

Los Pollos Hermanos

1,000",5
1868,23985,relapse,"97

RELAPSE

1,000",5
1869,23986,soldiers-of-fortune,"97

Soldiers of Fortune

1,000",5
1870,23987,team-optimum,"97

Team Optimum

1,000",5
1871,23988,yee,"97

YEE

1,000",5
1872,23993,esportteam11,"97

eSportTeam11

1,000",5
1873,23995,banana,"97

Banana

1,000",5
1874,23996,tgod,"97

TGOD$

1,000",5
1875,23997,f3,"97

F3

1,000",5
1876,23999,hard-n-play,"97

hard'N'play

1,000",5
1877,24000,dhouse,"97

Dhouse

1,000",5
1878,24001,igamerz,"97

iGamerz

1,000",5
1879,24002,teamcrg-uk,"97

TEAMCRG.UK

1,000",5
1880,24003,tlm,"97

TLM

1,000",5
1881,24005,blobfish,"97

Blobfish

1,000",5
1882,24006,brainstorm,"97

Brainstorm

1,000",5
1883,24007,altitude-gaming,"97

Altitude Gaming

1,000",5
1884,24008,team-paria,"97

Team Paria

1,000",5
1885,24009,impressive-gaming-e-v,"97

Impressive Gaming e.V.

1,000",5
1886,24010,langes-laerlinge,"97

Langes Lærlinge

1,000",5
1887,24012,alos,"97

ALOS

1,000",5
1888,24014,questionable,"97

Questionable

1,000",5
1889,24015,wgaming-xpresive,"97

WGaming XPRESIVE

1,000",5
1890,24017,ngu-lv,"97

nGu.lv

1,000",5
1891,24020,just-deal-with-it,"97

Just Deal With It

1,000",5
1892,24022,ngomg,"97

ngomg!

1,000",5
1893,24023,rebel,"97

Rebel

1,000",5
1894,24024,ghost-division,"97

Ghost Division

1,000",5
1895,24025,krasivyi,"97

красивый

1,000",5
1896,24026,benny-benassi,"97

Benny Benassi

1,000",5
1897,24027,onlinerol,"97

OnlineRol

1,000",5
1898,24029,sepel,"97

SEPEL

1,000",5
1899,24031,i-don-t-care,"97

I don't care

1,000",5
1900,24032,curse-these-metal-hands,"97

Curse These Metal Hands

1,000",5
1901,24035,trademarc-gaming,"97

TradeMarc Gaming

1,000",5
1902,24037,mission-in-stealth,"97

Mission in Stealth

1,000",5
1903,24038,ufrag-gaming,"97

uFrag Gaming

1,000",5
1904,24039,seraphic-nexus,"97

Seraphic Nexus

1,000",5
1905,24040,twisted-warriors,"97

Twisted Warriors

1,000",5
1906,24044,finish-finish,"97

Finish Finish

1,000",5
1907,24046,hikics,"97

hikiCS

1,000",5
1908,24047,5cons,"97

5cons

1,000",5
1909,24048,kamikaze-buccaneers,"97

Kamikaze Buccaneers

1,000",5
1910,24049,sitecs-net,"97

SiteCS.net

1,000",5
1911,24051,instituto-universitario-da-maia,"97

Instituto Universitário da Maia

1,000",5
1912,24052,ramboia-net,"97

Ramboia.net

1,000",5
1913,24053,monads,"97

Monads

1,000",5
1914,24054,cyborg-factory,"97

Cyborg Factory

1,000",5
1915,24055,aviato,"97

Aviato

1,000",5
1916,24056,529-gaming,"97

529 Gaming

1,000",5
1917,24057,exultance,"97

eXultance

1,000",5
1918,24058,madcorps,"97

Madcorps

1,000",5
1919,24059,salad,"97

Salad

1,000",5
1920,24060,do-it,"97

Do It

1,000",5
1921,24061,cevo-client-boys,"97

CEVO CLIENT BOYS

1,000",5
1922,24062,insolent,"97

InsoLenT

1,000",5
1923,24063,street-hoops-cs,"97

Street Hoops CS

1,000",5
1924,24064,frocskol-k,"97

FRÖCSKÖL?K

1,000",5
1925,24065,damn-we-are-good,"97

Damn We Are Good

1,000",5
1926,24066,a5-to-premiere-please,"97

A5 to Premiere please

1,000",5
1927,24068,boreal-connexion,"97

Boreal Connexion

1,000",5
1928,24069,780-yeg-bros,"97

780-YEG-BROS

1,000",5
1929,24070,viavallin,"97

ViaVallin

1,000",5
1930,24071,elite-players,"97

Elite Players

1,000",5
1931,24072,friction,"97

FRICTION

1,000",5
1932,24074,elephant-esports,"97

Elephant eSports

1,000",5
1933,24075,nbdale,"97

NBDALE

1,000",5
1934,24076,team-decerto,"97

Team-Decerto

1,000",5
1935,24078,ctuc,"97

CTUC

1,000",5
1936,24079,tiltsquad,"97

TILTSQUAD

1,000",5
1937,24080,seelachs,"97

Seelachs

1,000",5
1938,24081,waytoomany,"97

waytoomany

1,000",5
1939,24083,gameking,"97

GAMEKiNG

1,000",5
1940,24084,south-korea,"97

South Korea

1,000",5
1941,24085,team-equinox,"97

Team Equinox

1,000",5
1942,24086,xpra-gaming,"97

Xpra Gaming

1,000",5
1943,24087,frenetic-array,"97

Frenetic Array

1,000",5
1944,24088,hypegaming,"97

HypeGaming

1,000",5
1945,24089,sentinel-ec,"97

Sentinel EC

1,000",5
1946,24091,teamcrashers,"97

TeamCrashers

1,000",5
1947,24092,mk3,"97

MK3

1,000",5
1948,24093,omahastylee,"97

OmahaStylee

1,000",5
1949,24094,mercenarios,"97

Mercenarios

1,000",5
1950,24095,myrevenge-chile,"97

myRevenge Chile

1,000",5
1951,24097,warning-team,"97

warniNg team

1,000",5
1952,24098,ragerplusone,"97

RAGERPLUSONE

1,000",5
1953,24100,underfrog,"97

Underfrog

1,000",5
1954,24101,cadiem-esports-club,"97

CADIEM eSports Club

1,000",5
1955,24102,5peaks,"97

5Peaks

1,000",5
1956,24103,norecoil,"97

NORECOIL

1,000",5
1957,24105,2sexeh,"97

2seXeh

1,000",5
1958,24106,wsystem,"97

wSystem

1,000",5
1959,24107,mia-malkova,"97

Mia Malkova

1,000",5
1960,24108,blackbelts,"97

BlackBelts

1,000",5
1961,24114,mix-kappa,"97

Mix Kappa

1,000",5
1962,24116,team-vulcan,"97

Team Vulcan

1,000",5
1963,24117,all-stars-us,"97

all stars US

1,000",5
1964,24118,pt3eu,"97

Pt3eu

1,000",5
1965,24119,circuz,"97

CircuZ

1,000",5
1966,24120,isg-d-s,"97

iSg.d[S]

1,000",5
1967,24121,whysoserious-csgo,"97

WhySoSerious CSGO

1,000",5
1968,24122,pubscrubz,"97

Pubscrubz

1,000",5
1969,24126,tsg-esports,"97

TsG eSports

1,000",5
1970,24127,aversion-club,"97

Aversion Club

1,000",5
1971,24128,cerberus-e-sports-club,"97

Cerberus e-Sports Club

1,000",5
1972,24129,wildskill-gaming,"97

Wildskill Gaming

1,000",5
1973,24131,manuplay,"97

manUplay

1,000",5
1974,24132,pension,"97

pension

1,000",5
1975,24133,farce,"97

Farce

1,000",5
1976,24134,keittokeijot,"97

KeittoKeijot

1,000",5
1977,24136,tien-len-elektroniske,"97

Tien Len Elektroniske

1,000",5
1978,24137,showoff,"97

Showoff

1,000",5
1979,24141,ucsm,"97

UCSM

1,000",5
1980,24142,esportsufa,"97

EsportsUfa

1,000",5
1981,24143,nneka,"97

NNeka

1,000",5
1982,24145,team-8,"97

Team 8

1,000",5
1983,24147,dickhouse,"97

DICKHOUSE

1,000",5
1984,24148,ozyria,"97

Ozyria

1,000",5
1985,24149,gamersleague,"97

GamersLeague

1,000",5
1986,24150,wcyd,"97

wcyd

1,000",5
1987,24151,deadly-express,"97

Deadly Express

1,000",5
1988,24152,ninja-warriors,"97

Ninja Warriors

1,000",5
1989,24153,true-ambition,"97

True AmBition

1,000",5
1990,24155,findictus,"97

Findictus

1,000",5
1991,24157,topshit,"97

TOPSHIT

1,000",5
1992,24158,team-nextgen,"97

Team NeXtGen

1,000",5
1993,24159,solution-gaming,"97

Solution Gaming

1,000",5
1994,24160,panthers-black,"97

Panthers.Black

1,000",5
1995,24163,kommandou,"97

kommandou

1,000",5
1996,24166,hanoi-vortex,"97

Hanoi.Vortex

1,000",5
1997,24167,generation-of-miracles,"97

Generation of Miracles

1,000",5
1998,24168,evolocity,"97

Evolocity

1,000",5
1999,24169,ab-busters,"97

AB busters

1,000",5
2000,24172,alberta-legends,"97

Alberta Legends

1,000",5
2001,24174,naffix,"97

Naffix

1,000",5
2002,24175,omnific,"97

Omnific

1,000",5
2003,24177,dmnb,"97

DMNB

1,000",5
2004,24178,cruxie-s-farmers,"97

cruxie's farmers

1,000",5
2005,24179,tall-bois,"97

Tall bois

1,000",5
2006,24180,kyros-cloud,"97

Kyros Cloud

1,000",5
2007,24181,team-whiff,"97

Team Whiff

1,000",5
2008,24183,team-issues,"97

Team Issues

1,000",5
2009,24184,legit-silver,"97

Legit Silver

1,000",5
2010,24186,shockwave,"97

Shockwave

1,000",5
2011,24187,lo3,"97

lo3

1,000",5
2012,24189,wolfpack-can,"97

Wolfpack.can

1,000",5
2013,24190,arkhe,"97

Arkhe

1,000",5
2014,24191,showhigh,"97

showHIGH

1,000",5
2015,24192,we-make-history,"97

we make history

1,000",5
2016,24194,buddha-blasters,"97

Buddha Blasters

1,000",5
2017,24195,true-north,"97

true north

1,000",5
2018,24196,ezpz-can,"97

ezpz.can

1,000",5
2019,24197,headshot-demons,"97

Headshot Demons

1,000",5
2020,24199,bszx,"97

BSZX

1,000",5
2021,24200,beast-mode,"97

BEAST MODE

1,000",5
2022,24202,unitedmass-gaming,"97

UNiTeDMass Gaming

1,000",5
2023,24203,ex-ussr,"97

ex-USSR

1,000",5
2024,24211,apg-atlas,"97

ApG.Atlas

1,000",5
2025,24212,carbon-esports,"97

Carbon eSports

1,000",5
2026,24213,aperture-gaming,"97

Aperture Gaming

1,000",5
2027,24214,5love-gaming,"97

5LoVe Gaming

1,000",5
2028,24215,dje-aci,"97

Dje?aci

1,000",5
2029,24216,uber-noobs,"97

Uber Noobs

1,000",5
2030,24217,starfactory,"97

Starfactory

1,000",5
2031,24218,glory,"97

GLoRy

1,000",5
2032,24219,ytg,"97

YTG

1,000",5
2033,24220,wkg-cs-go,"97

WKG CS:GO

1,000",5
2034,24221,esfd,"97

ESFD

1,000",5
2035,24222,e-blue-china,"97

E-BLUE China

1,000",5
2036,24223,fy,"97

Fy

1,000",5
2037,24224,respect-a,"97

Respect-A

1,000",5
2038,24225,scct,"97

SCCT

1,000",5
2039,24226,xtq,"97

xtq

1,000",5
2040,24227,l-o-r-d,"97

L.O.R.D

1,000",5
2041,24228,akll,"97

AKLL

1,000",5
2042,24230,blackeye,"97

Blackeye

1,000",5
2043,24231,team-rapture-play,"97

Team Rapture Play

1,000",5
2044,24232,zdm-gaming,"97

ZDM Gaming

1,000",5
2045,24233,suck-my-bullets,"97

Suck My Bullets

1,000",5
2046,24234,gda-sk-lions,"97

Gda?sk Lions

1,000",5
2047,24236,csgo-saloon,"97

CSGO-Saloon

1,000",5
2048,24238,we-re-faboules,"97

We're Faboules

1,000",5
2049,24241,flipsid3-tactics-za,"97

Flipsid3 Tactics.za

1,000",5
2050,24242,johnny-bravo-s,"97

Johnny Bravo’s

1,000",5
2051,24243,perilous-fury,"97

Perilous Fury

1,000",5
2052,24244,titan-esports,"97

Titan Esports

1,000",5
2053,24245,doge-esport,"97

Doge Esport

1,000",5
2054,24246,qh-pulse,"97

QH.Pulse

1,000",5
2055,24247,gold-dick,"97

GOLD DICK

1,000",5
2056,24248,gros-mec,"97

Gros mec

1,000",5
2057,24249,florida-revolution,"97

Florida Revolution

1,000",5
2058,24251,vexxed-phoenix,"97

Vexxed Phoenix

1,000",5
2059,24252,team-menace-fi,"97

Team Menace.fi

1,000",5
2060,24254,corde,"97

corde

1,000",5
2061,24255,gimmesomecandy,"97

GimmeSomeCANDY

1,000",5
2062,24256,epiphany,"97

Epiphany

1,000",5
2063,24257,alientech-blue,"97

AlienTech.Blue

1,000",5
2064,24258,infinity-dfekt,"97

Infinity.dfeKt

1,000",5
2065,24259,team-imperio-multimedia,"97

Team Império Multimédia

1,000",5
2066,24261,team-replay,"97

Team REPLAY

1,000",5
2067,24262,furious,"97

Furious*

1,000",5
2068,24263,team-nomad,"97

Team Nomad

1,000",5
2069,24264,team-hottentotta,"97

Team Hottentotta

1,000",5
2070,24265,m0nster-white,"97

m0nster.white

1,000",5
2071,24266,v0rtex-5,"97

v0rtex 5

1,000",5
2072,24267,m0nster-kr,"97

m0nster.kr

1,000",5
2073,24268,gehenna-gaming,"97

Gehenna Gaming

1,000",5
2074,24269,terribilis,"97

Terribilis

1,000",5
2075,24270,gehenna,"97

Gehenna

1,000",5
2076,24271,team-atrox,"97

Team ATROX

1,000",5
2077,24272,team-incessant,"97

Team Incessant

1,000",5
2078,24274,mvp-academy,"97

MVP Academy

1,000",5
2079,24275,egnis-kr,"97

Egnis.kr

1,000",5
2080,24281,t-show,"97

T Show

1,000",5
2081,24282,monumentalis,"97

Monumentalis

1,000",5
2082,24283,in5amous,"97

In5amous

1,000",5
2083,24284,1-percentz,"97

1 percentz

1,000",5
2084,24285,team-pal,"97

Team PAL

1,000",5
2085,24289,whisper,"97

Whisper

1,000",5
2086,24291,kappama,"97

KappaMA

1,000",5
2087,24292,slightly-different-gaming,"97

Slightly Different Gaming

1,000",5
2088,24293,raiders-es,"97

Raiders.es

1,000",5
2089,24294,stacked-like-bricks,"97

Stacked Like Bricks

1,000",5
2090,24296,team-fatal-flash,"97

Team Fatal Flash

1,000",5
2091,24297,lekstuga,"97

Lekstuga

1,000",5
2092,24298,why-always-me,"97

Why Always Me?

1,000",5
2093,24299,rubycs,"97

RubyCS

1,000",5
2094,24300,smazing,"97

SMAZING

1,000",5
2095,24302,team-c-swm,"97

Team C'swM

1,000",5
2096,24303,onestop,"97

Onestop

1,000",5
2097,24304,moral-alliance,"97

Moral Alliance

1,000",5
2098,24307,niceshot,"97

NiceShot

1,000",5
2099,24309,trysoft,"97

Trysoft

1,000",5
2100,24310,hotncold,"97

HotNCold

1,000",5
2101,24311,o-o,"97

o_O

1,000",5
2102,24314,pokemonfive,"97

POKEMONFIVE

1,000",5
2103,24315,team33,"97

team33

1,000",5
2104,24316,myrevenge-balkan,"97

myRevenge Balkan

1,000",5
2105,24317,warmonkeys,"97

Warmonkeys

1,000",5
2106,24318,saw-s-team,"97

sAw's team

1,000",5
2107,24319,juhogodx-s-team,"97

juhogodx's team

1,000",5
2108,24320,nasu-s-team,"97

naSu's team

1,000",5
2109,24321,killu,"97

killu

1,000",5
2110,24323,spiritandpower,"97

SPIRITandPOWER

1,000",5
2111,24324,myrevenge-e-v-pl,"97

myRevenge e.V. PL

1,000",5
2112,24325,piraci-z-karaibow,"97

Piraci z Karaibów

1,000",5
2113,24326,golden-childen,"97

Golden Childen

1,000",5
2114,24327,leftovers-cs-go,"97

Leftovers CS:GO

1,000",5
2115,24328,red-instinct-rising-stars,"97

Red Instinct Rising Stars

1,000",5
2116,24329,above-the-rest,"97

Above the Rest

1,000",5
2117,24332,monster-zone-gaming,"97

Monster Zone Gaming

1,000",5
2118,24333,gao-fong-esport,"97

Gao-Fong Esport

1,000",5
2119,24334,verythrowgames,"97

VERYTHROWGAMES

1,000",5
2120,24335,insomnia-esports,"97

Insomnia Esports

1,000",5
2121,24336,vanish-kr,"97

Vanish.kr

1,000",5
2122,24337,alpha-sydney,"97

Alpha Sydney

1,000",5
2123,24340,rasta-infused,"97

Rasta.Infused

1,000",5
2124,24341,ionic-gg,"97

Ionic.gg

1,000",5
2125,24342,pick-n-mix,"97

Pick'N'Mix

1,000",5
2126,24343,perilous-csgosphere,"97

Perilous.CSGOSPHERE

1,000",5
2127,24344,enemies-in-disbelief,"97

Enemies in disbelief

1,000",5
2128,24345,winners,"97

Winners

1,000",5
2129,24349,boomcs,"97

BoomCS

1,000",5
2130,24350,team-illusion,"97

Team Illusion

1,000",5
2131,24357,ilha-da-macacada,"97

Ilha da Macacada

1,000",5
2132,24358,ballern,"97

ballerN

1,000",5
2133,24359,valfard,"97

VÄLFÄRD

1,000",5
2134,24360,online1337,"97

oNline1337

1,000",5
