rank,team_id,team,,tier,hltv_id,slug
9999,24509,los-mariachis,,5,,
9999,24510,doges-gg,,5,,
9999,24524,lddm-e-sports,,5,,
9999,24526,north-cs,,5,,
9999,24527,z0000,,5,,
9999,24528,clan-mystik2,,5,,
9999,24529,nexus-experience,,5,,
9999,24534,aimerzz,,5,,
9999,24536,inet,,5,,
9999,24537,heavystompers,,5,,
9999,24538,blackmice,,5,,
9999,24544,team-cypher,,5,,
9999,24545,3p-esports,,5,,
9999,24546,zero-damage,,5,,
9999,24547,brewtopia-esports,,5,,
9999,24548,tris-sviitras,,5,,
9999,24549,bfs,,5,,
9999,24557,invisible-wings,,5,,
9999,24558,dare2dream,,5,,
9999,24559,go-easy,,5,,
9999,24560,legions-of-doom,,5,,
9999,24561,webreakteams,,5,,
9999,24562,blitz-gaming,,5,,
9999,24564,a3,,5,,
9999,24566,entity-gold,,5,,
9999,24567,the-council,,5,,
9999,24573,online-stars,,5,,
9999,24578,entity-blue,,5,,
9999,24588,rplmix,,5,,
9999,24590,planetenog,,5,,
9999,24597,zermagi,,5,,
9999,24599,newnature,,5,,
9999,24601,pichau-e-sports,,5,,
9999,24602,toggletony,,5,,
9999,24603,i-love-nana,,5,,
9999,24604,smecta-africa,,5,,
9999,24609,team-brave-soldiers-cs,,5,,
9999,24614,ezmarket-org,,5,,
9999,24615,trepunktnoll,,5,,
9999,24616,hskontoret,,5,,
9999,24628,kun-jyder,,5,,
9999,24636,thebeasts,,5,,
9999,24676,gayniggaesports,,5,,
9999,24680,the-legion,,5,,
9999,24694,slovenska-a-ceska-elita,,5,,
9999,24848,eclipse-go,,5,,
9999,24849,evl,,5,,
9999,24850,neckbeard-gaming,,5,,
9999,24851,team-tekkin,,5,,
9999,24866,kung-fu-pandits,,5,,
9999,24895,team-midknights,,5,,
9999,24903,ichorous,,5,,
9999,24904,nativ,,5,,
9999,24905,hardcore,,5,,
9999,24907,fragsport,,5,,
9999,24908,tainted-black,,5,,
9999,24910,leonid-gaming,,5,,
9999,24911,team-tbd,,5,,
9999,25244,ice-e-sports-club,,5,,
9999,25245,solutions,,5,,
9999,25246,wrist-art-gaming,,5,,
9999,25308,team-instinct,,5,,
9999,25393,enzimatik-gaming,,5,,
9999,25423,a2-sports,,5,,
9999,25547,upgaming,,5,,
9999,25646,zentralis,,5,,
9999,25675,nexus-nordic,,5,,
9999,25686,teamarvaikheer,,5,,
9999,25715,teamextrme,,5,,
9999,25755,caedo,,5,,
9999,25756,accrue-gaming,,5,,
9999,25774,mercenaries,,5,,
9999,25775,1percent-academy,,5,,
9999,25776,zeez,,5,,
9999,25777,mmg-ftr,,5,,
9999,25780,goodguys,,5,,
9999,25781,lnc,,5,,
9999,25782,siberius-gg,,5,,
9999,25783,velspro,,5,,
9999,25824,en-av-de-lette,,5,,
9999,25837,fortitude-gaming,,5,,
9999,25849,faith-esports,,5,,
9999,25904,lightspeed-esports,,5,,
9999,25920,parasyte,,5,,
9999,25942,mazecube,,5,,
9999,25947,dragon-slayer-team-h,,5,,
9999,26015,sun,,5,,
9999,26060,netizen-esports,,5,,
9999,26118,rough-times,,5,,
9999,26121,sharkles,,5,,
9999,26267,nadvens-team,,5,,
9999,26270,southeasters,,5,,
9999,26275,team-monkey-s,,5,,
9999,26283,magic-stars,,5,,
9999,26284,o7q1-wolves,,5,,
9999,26285,royal-bandits-black,,5,,
9999,26286,generation-digital,,5,,
9999,26287,tunisia-with-love,,5,,
9999,26288,no-relation-team,,5,,
9999,26289,drinkpizza,,5,,
9999,26290,demonlaget,,5,,
9999,26291,bjestvata,,5,,
9999,26292,wod,,5,,
9999,26704,death-esport,,5,,
9999,26706,true-blue-esports,,5,,
9999,26844,zer0-expectations,,5,,
9999,26893,foxfire-gaming,,5,,
9999,27044,nada-e-sports,,5,,
9999,27077,lange-jassen-gang,,5,,
9999,27207,mameluke,,5,,
9999,27220,nara-gaming,,5,,
9999,27256,team-kill-first,,5,,
9999,27448,ex-counter-logic-gaming,,5,,
9999,27464,ex-dark-sided,,5,,
9999,27470,garuda,,5,,
9999,27539,vencety-esports,,5,,
9999,27585,kritconfirm-csgo,,5,,
9999,27615,uncrowned-kings,,5,,
9999,27637,nation-5,,5,,
9999,27793,friends,,5,,
9999,27794,skillside,,5,,
9999,27801,nem-viu,,5,,
9999,27802,onfire,,5,,
9999,27974,boysofcellblock,,5,,
9999,28034,optimisticcs,,5,,
9999,28171,team-wardogs,,5,,
9999,28222,roshock-gaming,,5,,
9999,28292,sk-i-ll-er,,5,,
9999,28341,super-lucky-rushers,,5,,
9999,28347,jyderne-og-asger,,5,,
9999,28365,crysix-esports,,5,,
9999,28366,swarmio-gg,,5,,
9999,28367,nsic,,5,,
9999,28395,centrelink-esc,,5,,
9999,28396,centrelink-esc-fe,,5,,
9999,28404,jumanji,,5,,
9999,28405,muppet-gaming,,5,,
9999,28416,make-money-not-friends,,5,,
9999,28417,musis-mirit-na-telo,,5,,
9999,28470,cafardinho-esport,,5,,
9999,28471,aaawp,,5,,
9999,28472,free-agent,,5,,
9999,28550,autistimatic,,5,,
9999,28551,lasttry,,5,,
9999,28552,julefar,,5,,
9999,28553,losfilflas,,5,,
9999,28562,godlike-esports,,5,,
9999,28563,morior,,5,,
9999,28565,shark33,,5,,
9999,28566,daisukefanclub,,5,,
9999,28567,fire-extinguisher,,5,,
9999,28568,thailandany1,,5,,
9999,28569,timingpro,,5,,
9999,28570,rising-runners,,5,,
9999,28571,wolfforce,,5,,
9999,28574,stif-cex-with-joe,,5,,
9999,28575,enclave,,5,,
9999,28594,ex-espada,,5,,
9999,28636,wombats,,5,,
9999,28637,sausages-on-bred,,5,,
9999,28638,extricity,,5,,
9999,28674,exoskeleton,,5,,
9999,28766,ayyyyy-lmao,,5,,
9999,28767,some-assembly-required,,5,,
9999,28768,junck,,5,,
9999,28976,psykologerna,,5,,
9999,28986,team-bandit5,,5,,
9999,29038,smooth-criminals-academy,,5,,
9999,29113,team-luminary,,5,,
9999,29114,pat-s-money-crew,,5,,
9999,29153,vns-gaming,,5,,
9999,29165,de-impalers,,5,,
9999,29166,etttvatre,,5,,
9999,29218,20cm,,5,,
9999,29295,ak-gaming,,5,,
9999,29296,noholedonut,,5,,
9999,29297,they-don-t-know,,5,,
9999,29313,frisky-gets-carried-v3,,5,,
9999,29315,dare-rising,,5,,
9999,29316,xgr-x,,5,,
9999,29323,overpowered,,5,,
9999,29387,stigma-esports,,5,,
9999,29434,kebab-3000,,5,,
9999,29435,epi-c-tout,,5,,
9999,29441,phaze8gaming,,5,,
9999,29449,the-suspects,,5,,
9999,29747,lightning-bolt,,5,,
9999,29752,lastreetzer,,5,,
9999,29765,colossal-esports,,5,,
9999,29769,team-q3,,5,,
9999,29777,nordic-hounds,,5,,
9999,29916,ranas-raenys,,5,,
9999,29933,especial-esports,,5,,
9999,29952,athletico-academy,,5,,
9999,29953,the-trash-pandas,,5,,
9999,29954,funkay-monkays,,5,,
9999,29955,plusvee,,5,,
9999,30062,sentry-gaming,,5,,
9999,30127,severe,,5,,
9999,30129,wrg-aspire,,5,,
9999,30130,berzerk-gaming,,5,,
9999,30131,pixel-hunters,,5,,
9999,30166,unready,,5,,
9999,30278,empire-black,,5,,
9999,30283,toxicc-field-family,,5,,
9999,30300,izako-tigers,,5,,
9999,30515,mistak3z,,5,,
9999,30589,kembers,,5,,
9999,30646,dogma-e-sports,,5,,
9999,30683,elisyum,,5,,
9999,30703,thunderoface,,5,,
9999,30761,sorby-academy-wrong,,5,,
9999,30869,dks-extra,,5,,
9999,30870,jie,,5,,
9999,30871,hy-strive,,5,,
9999,30872,noname-gaming,,5,,
9999,30873,dream-of-life,,5,,
9999,30874,ridog,,5,,
9999,30877,yacht,,5,,
9999,30878,watchdog,,5,,
9999,30879,ganla-nanning,,5,,
9999,30880,ready-player-one,,5,,
9999,30881,mao-ying-peng-hua-ying-peng-luan,,5,,
9999,30882,gy-gaming,,5,,
9999,30913,silakkapvp,,5,,
9999,30936,us1,,5,,
9999,30957,si-chang,,5,,
9999,30958,xie,,5,,
9999,30959,ctg-club,,5,,
9999,30960,gaming,,5,,
9999,30961,hg-united,,5,,
9999,30971,b-beasts,,5,,
9999,30972,ogn,,5,,
9999,30973,fx,,5,,
9999,30986,sentury,,5,,
9999,31044,team-bluewolves,,5,,
9999,31047,team-smooya,,5,,
9999,31048,team-rain,,5,,
9999,31063,adriatic-team,,5,,
9999,31127,ready,,5,,
9999,31237,cb-online-esport,,5,,
9999,31239,cb-online-esport,,5,,
9999,31318,the-secret-evil-five,,5,,
9999,31366,psikoesport,,5,,
9999,31398,luxor-esports,,5,,
9999,31400,rurnbles-esport,,5,,
9999,31401,benzin,,5,,
9999,31402,hentaiweeaboomasterl,,5,,
9999,31493,old-school,,5,,
9999,31494,nemesis-fe,,5,,
9999,31567,emonkeyz,,5,,
9999,31603,rangsit-e-sport,,5,,
9999,31604,abac-esports,,5,,
9999,31605,kku-esports,,5,,
9999,31606,ku-league,,5,,
9999,31607,mut-e-sports,,5,,
9999,31608,buu-esports,,5,,
9999,31620,zloplay,,5,,
9999,31688,evolution,,5,,
9999,31755,invectus,,5,,
9999,31818,the-mad-vipers,,5,,
9999,31853,the-gamers,,5,,
9999,31859,straight-outta-redhero,,5,,
9999,31918,we,,5,,
9999,31919,team-gravity,,5,,
9999,31927,team-divitus,,5,,
9999,31944,rlylarge,,5,,
9999,32003,instict,,5,,
9999,32085,team-esport-partner,,5,,
9999,32119,colonial-esports,,5,,
9999,32167,teamwoof,,5,,
9999,32279,cybet-l33t,,5,,
9999,32408,riqqi-owns-u,,5,,
9999,32473,acide,,5,,
9999,32821,silentiger,,5,,
9999,32823,team-modum,,5,,
9999,32976,wind-of-changes,,5,,
9999,33154,sixers-gaming,,5,,
9999,33360,adamantly-team,,5,,
9999,33383,sons-of-scoots,,5,,
9999,33420,liminka,,5,,
9999,33421,team-rotw,,5,,
9999,33510,ownagio,,5,,
9999,33541,volta7,,5,,
9999,33615,single-daddy,,5,,
9999,33628,altplay,,5,,
9999,33644,pangea-dragons,,5,,
9999,33645,team-ingame-academy,,5,,
9999,33684,lanproven,,5,,
9999,33739,nextviygraem,,5,,
9999,33769,granderek,,5,,
9999,33770,the-almighty-soldiers,,5,,
9999,33791,tempo,,5,,
9999,33793,galna-gamers,,5,,
9999,33796,ratvi,,5,,
9999,33799,team-turtle,,5,,
9999,33801,feral-esports,,5,,
9999,33802,foreseen,,5,,
9999,33808,augchamp-esports,,5,,
9999,33824,futurista-gaming,,5,,
9999,33854,amarok,,5,,
9999,33857,main-awp,,5,,
9999,33955,pololocosquad,,5,,
9999,34046,ex-mc,,5,,
9999,34050,trust-universe,,5,,
9999,34051,ex-lilmix,,5,,
9999,34052,cigg-innan-match,,5,,
9999,34054,wine-and-rain,,5,,
9999,34055,mixitt,,5,,
9999,34056,astral-vikings,,5,,
9999,34057,hahaprank,,5,,
9999,34060,immunedropouts,,5,,
9999,34080,raions,,5,,
9999,34152,myrevenge-e-v-dk,,5,,
9999,34201,carnation,,5,,
9999,34313,4xduurder,,5,,
9999,34314,drochmondo,,5,,
9999,34329,dgamers,,5,,
9999,34330,blue-revision,,5,,
9999,34462,ex-london-esports,,5,,
9999,34467,chemicalrush,,5,,
9999,34470,old-dream,,5,,
9999,34472,infusion-gaming,,5,,
9999,34475,reaperz-esports,,5,,
9999,34477,egn-female,,5,,
9999,34535,alpha-female,,5,,
9999,34547,starwish-e-sports,,5,,
9999,34712,godbrand,,5,,
9999,34768,2ez-academy,,5,,
9999,34951,agarthas,,5,,
9999,34952,cephei,,5,,
9999,35070,17bj-gaming,,5,,
9999,35081,rova,,5,,
9999,35368,polish-dynamite,,5,,
9999,35369,rockstar,,5,,
9999,35370,fragmasters-toxic,,5,,
9999,35371,rumix,,5,,
9999,35372,vonderfuf,,5,,
9999,35373,abcd,,5,,
9999,35374,envize,,5,,
9999,35375,team-mude,,5,,
9999,35376,again,,5,,
9999,35380,trill,,5,,
9999,35381,elements-gaming,,5,,
9999,35424,cs-goetter,,5,,
9999,35425,gaskungen,,5,,
9999,35430,nevr-givup,,5,,
9999,35431,1gskills,,5,,
9999,35432,winning-is-everything,,5,,
9999,35452,esuba-intel,,5,,
9999,35458,eastern-wizards,,5,,
9999,35459,milf-goes-europe,,5,,
9999,35557,bio-quantum,,5,,
9999,35563,f4-gaming,,5,,
9999,35598,toesports,,5,,
9999,35644,pokemonband,,5,,
9999,35742,teamwin,,5,,
9999,35743,lolzteam1337,,5,,
9999,35802,ex-airborne,,5,,
9999,35832,teamwin,,5,,
9999,35833,teamwin,,5,,
9999,35848,overpowering,,5,,
9999,35867,ninja-origins,,5,,
9999,35870,teamwin,,5,,
9999,35934,12,,5,,
9999,35936,iw4,,5,,
9999,35963,gggggg,,5,,
9999,36001,saves-esports-old,,5,,
9999,36007,mikojo,,5,,
9999,36009,warriorz,,5,,
9999,36037,pullstoplay,,5,,
9999,36085,hui,,5,,
9999,36106,moscow17,,5,,
9999,36141,wang-yuan-jun,,5,,
9999,36160,helldogs,,5,,
9999,36167,ablaze-gaming,,5,,
9999,36281,kenasi-gaming,,5,,
9999,36350,v-team,,5,,
9999,36368,biceps,,5,,
9999,36369,radioactive,,5,,
9999,36404,ex-skyfire,,5,,
9999,36422,kamiontopmodell,,5,,
9999,36640,sikt-skyt-drep,,5,,
9999,36686,easybutawesome,,5,,
9999,36740,gsg9,,5,,
9999,36867,aimlock,,5,,
9999,37103,sadboys,,5,,
9999,37115,ex-no-limit-gaming,,5,,
9999,37219,flipsid3,,5,,
9999,37268,ember-skins,,5,,
9999,37288,daneshan,,5,,
9999,37386,ex-r-ot-gaming,,5,,
9999,37387,ex-mako-esports-club,,5,,
9999,37456,groobies,,5,,
9999,37464,planflyg,,5,,
9999,37787,mayhem-gg,,5,,
9999,37788,everton,,5,,
9999,37926,immortals-gg,,5,,
9999,37928,astralis,,5,,
9999,37951,og,,5,,
9999,38127,team11,,5,,
9999,38572,teampalm,,5,,
9999,38690,ragepower,,5,,
9999,38751,reformados-21,,5,,
9999,39139,justbusin,,5,,
9999,39185,ex-north,,5,,
9999,39222,9nine,,5,,
9999,39647,stream-team,,5,,
9999,41110,gamex-esports,,5,,
9999,41111,asteriuz,,5,,
9999,41114,bearch-gaming,,5,,
9999,41318,darkspawn-gaming,,5,,
9999,41319,bulldog-esports,,5,,
9999,41468,ex-penta-sports,,5,,
9999,41558,to-be-decided6-cs,,5,,
9999,41559,to-be-decided7-cs,,5,,
9999,41733,bramburky,,5,,
9999,41977,punk-esports,,5,,
9999,42155,silent-insanity,,5,,
9999,42186,logo-gaming,,5,,
9999,42301,team-kosovo,,5,,
9999,42395,yeaksa,,5,,
9999,42601,baltic-coast,,5,,
9999,42842,project,,5,,
9999,42873,th3-ma-ter,,5,,
9999,43439,ex-exploit-esports,,5,,
9999,43777,for-deletion,,5,,
9999,43779,young-gods-old,,5,,
9999,44185,team-azor,,5,,
9999,44233,15-average-gaming,,5,,
9999,44276,pandas9,,5,,
9999,44277,mars-esports,,5,,
9999,44278,one-tap-academy,,5,,
9999,44362,lausanne-sport-esports,,5,,
9999,44365,project-gorillas,,5,,
9999,44428,norsera-esports-wrong,,5,,
9999,44765,built-different,,5,,
9999,44767,dynasty-club-esports,,5,,
9999,44768,tropical,,5,,
9999,44769,tr0jan,,5,,
9999,44770,1stroundext,,5,,
9999,44805,pizza,,5,,
9999,44806,gameur,,5,,
9999,44807,yeet,,5,,
9999,44818,iat-gg,,5,,
9999,44905,fragnetic-esports,,5,,
9999,45432,fambit-slayers,,5,,
9999,45662,glorytoukraine,,5,,
9999,45700,ex-bth-esports,,5,,
9999,45746,team-ukraine,,5,,
9999,46411,how-bad-u-are,,5,,
9999,46479,union-association,,5,,
9999,46484,mozila,,5,,
9999,46645,ex-wisla-krakow,,5,,
9999,46841,whateverxd,,5,,
9999,46842,2hella-ap,,5,,
9999,47283,predvlotl,,5,,
9999,47659,cairo-city-gzzz,,5,,
9999,47836,ex-ktrl,,5,,
9999,48005,wlwj,,5,,
9999,48031,plan-b-gaming,,5,,
9999,48075,1hit-wonder,,5,,
9999,48076,pitstop,,5,,
9999,48077,20winrate,,5,,
9999,48079,blue-fire,,5,,
9999,48082,qkomie,,5,,
9999,48083,elshockerinho,,5,,
9999,48084,old-dogs,,5,,
9999,48398,havoc-nxt,,5,,
9999,48499,claus-disciple,,5,,
9999,48568,uoa,,5,,
9999,48582,asianprotection,,5,,
9999,48858,pcific-espor,,5,,
9999,49149,trancevibes,,5,,
9999,49897,team-france-female,,5,,
9999,49898,team-netherlands-female,,5,,
9999,49899,team-portugal-female,,5,,
9999,49903,team-denmark-female,,5,,
9999,50524,suibianwanwan,,5,,
9999,50526,game-men,,5,,
9999,50591,ex-verdant,,5,,
9999,50661,3tristestigres,,5,,
9999,50663,craquesdaliga,,5,,
9999,51001,cheems-love,,5,,
9999,51002,dope-esports,,5,,
9999,51104,yikes,,5,,
9999,51243,cocacolacola,,5,,
9999,51296,globielite,,5,,
9999,51297,langaroos,,5,,
9999,51481,cityboyz,,5,,
9999,51800,benamisos,,5,,
9999,51879,ex-bebold-gg,,5,,
9999,52048,chrysanthemum,,5,,
9999,52107,elusiveza-s-party,,5,,
9999,52170,rise-in-silence,,5,,
9999,52174,ex-hype-e-sports,,5,,
9999,52282,vexar,,5,,
9999,52940,cube-by-snd,,5,,
9999,52946,monarch-realm,,5,,
9999,53055,just1life-gaming,,5,,
9999,53056,reveal-academy,,5,,
9999,53057,survey-corps,,5,,
9999,53058,team-ninjaparentz,,5,,
9999,53185,diamant-esports,,5,,
9999,53303,lutiker2,,5,,
9999,53305,3030,,5,,
9999,53541,old-man-gang,,5,,
9999,53557,avalon,,5,,
9999,53558,relative,,5,,
9999,53716,costco-guys,,5,,
9999,53733,split,,5,,
9999,53734,linx-legacy-vendetta,,5,,
9999,53822,brain-dead-boys,,5,,
9999,53957,card,,5,,
9999,53958,onemore-esports,,5,,
9999,54089,yume,,5,,
9999,54097,team-slovakia-female,,5,,
9999,54098,team-germany-female,,5,,
9999,54102,ex-exo-clan,,5,,
9999,54150,fengda,,5,12899,fengda
9999,54296,ex-sissi-state-punks,,5,,
9999,54325,bad-news-boks,,5,,
9999,54329,mmm,,5,,
9999,54330,amped-red,,5,,
9999,54331,alter-iron,,5,,
9999,54335,siuuuuuu,,5,,
9999,54377,backwhenever,,5,,
9999,54414,trailblazers,,5,,
9999,54591,kitsune-fe,,5,,
9999,54767,ex-9ine-academy,,5,,
9999,54773,take-flyte-kings,,5,,
9999,54839,uniao-brarg,,5,,
9999,54945,new-generation-academy,,5,,
9999,54980,half-natty,,5,,
9999,55049,n1,,5,,
9999,55063,poohank,,5,,
9999,55095,artgamerz,,5,,
9999,55207,needachance,,5,,
9999,55302,galaxy-racer,,5,,
9999,55343,evarus,,5,,
9999,55344,dragondeez,,5,,
9999,55345,three11,,5,,
9999,55346,swift,,5,,
9999,55360,bunker-esport,,5,,
9999,55391,chimera-esports,,5,,
9999,55411,dddddddgsgsg,,5,,
9999,55412,huehue,,5,,
9999,55413,ehn,,5,,
9999,55442,team-akash1vl,,5,,
9999,55483,ex-arrow,,5,,
9999,55487,partizan-valkyries,,5,,
9999,55520,desassalariados,,5,,
9999,55560,o-block-esports,,5,,
9999,55561,retired-aimers,,5,,
9999,55562,carbonx-academy,,5,,
9999,55753,milked,,5,,
9999,55758,wise-black,,5,,
9999,55762,roler-coaster,,5,,
9999,55863,team-fcmfl,,5,,
9999,55864,team-amkal,,5,,
9999,55892,neoera-esports,,5,,
9999,55907,team-fc10,,5,,
9999,55908,team-hoops,,5,,
9999,55919,ex-talon,,5,,
9999,55930,hryvnia-squad,,5,,
9999,55931,hyperspeed,,5,,
9999,55963,hooligangster,,5,,
9999,56078,team-aquile,,5,,
9999,56086,fromthemud,,5,,
9999,56087,sera-esport-sweden,,5,,
9999,56088,ket-gaming,,5,,
9999,56103,eternal-fire-young,,5,,
9999,56142,f1ve,,5,,
9999,56143,ruthless,,5,,
9999,56157,team-dyrachyo,,5,,
9999,56158,team-cs2news,,5,,
9999,56204,mousquetaires,,5,,
9999,56242,aga-peek,,5,,
9999,56247,the-mongolz-2016,,5,,
9999,56275,moneyball,,5,,
9999,56321,viskipullo,,5,,
9999,56328,u-geist,,5,,
9999,56330,team-pgl,,5,,
9999,56331,team-winline,,5,,
9999,56332,team-good-luck,,5,,
9999,56333,team-have-fun,,5,,
9999,56336,mxm,,5,,
9999,56342,nocturnal-esports,,5,,
9999,56349,gamuzo-esports,,5,,
9999,56485,team-spirit-academy-black,,5,,
9999,56486,team-spirit-academy-white,,5,,
9999,56543,ex-super-phalanx,,5,,
9999,56548,foi-esports,,5,,
9999,56549,fer-esports,,5,,
9999,56550,tvz-esports,,5,,
9999,56551,fsb-esport,,5,,
9999,56563,sicarios,,5,,
9999,56607,offside,,5,,
9999,56659,concept-cult,,5,,
9999,56764,3dmax-academy,,5,,
9999,56766,team-delight,,5,,
9999,56767,team-chriswave,,5,,
9999,56813,team-latvia-female,,5,,
9999,56882,huskies-esports,,5,,
9999,56889,ostrye-konki,,5,,
9999,56890,iceshot,,5,,
9999,56891,full-buy,,5,,
9999,56892,kapu-v-kragu,,5,,
9999,56938,krutovladci,,5,,
9999,56939,radar59,,5,,
9999,56958,nemesis,,5,11345,nemesis
9999,56959,tbo-esports,,5,,
9999,56962,pro-letariadas,,5,,
9999,56963,justwgirls,,5,,
9999,56964,ex-tsunami,,5,,
9999,9069,team-serbia,,5,,
9999,37465,moneytrees,,5,,
9999,39781,vezet,,5,,
9999,47009,doodlebob,,5,,
9999,49363,ks,,5,,
9999,53542,team-flow,,5,,
9999,54145,homyno,,5,,
9999,54365,losteverysense,,5,,
9999,55037,nevermore,,5,,
9999,55057,team-genesium,,5,,
9999,55068,immigrants-peek,,5,,
9999,55432,hedensted-x-sera,,5,,
9999,55480,eco-warriors,,5,,
9999,55521,procamp,,5,,
9999,55693,spray-jutsu,,5,,
9999,55750,flashback-gaming,,5,,
9999,55760,fudidos-e-anonymous,,5,,
9999,55926,looking4sponsor,,5,,
9999,55928,grand-masters,,5,,
9999,55945,clam-lips,,5,,
9999,55966,bombardino-crocodilo,,5,,
9999,56035,banzai,,5,,
9999,56107,reverse-sweep-gaming,,5,,
9999,56115,colizeumkg,,5,,
9999,56153,mis-esports,,5,,
9999,56320,ex-permitta-esports,,5,,
9999,56383,disturbia,,5,,
9999,56392,watermel0n,,5,,
9999,56413,xp-academy,,5,,
9999,56440,relapse,,5,,
9999,56545,verbal-abusers,,5,,
9999,56561,endless-journey,,5,,
9999,56601,team-darkstuff,,5,,
9999,56603,mission-winnow,,5,,
9999,56615,#NAME?,,5,,
9999,56647,newteamcs2,,5,,
9999,56653,nxt,,5,13303,nxt
9999,56660,snooze,,5,,
9999,56784,animus-victoria,,5,,
9999,56822,major winners,,5,13325,major-winners
9999,56823,youngtalents,,5,,
9999,56885,astral-esports,,5,,
9999,56928,baitpeekkk,,5,,
9999,56929,e-mafia,,5,,
9999,56932,echowave,,5,,
9999,9078,team-belarus,,5,,
9999,9080,team-france,,5,13271,zerance
9999,17857,team-ireland,,5,,
9999,18279,shadows,,5,,
9999,32885,alter-ego,,5,,
9999,39133,steel-helmet,,5,,
9999,41649,team-north-macedonia,,5,,
9999,44410,x,,5,,
9999,45134,nixuh,,5,,
9999,45136,largadosypelados,,5,,
9999,45333,team-spain,,5,,
9999,45420,team-albania,,5,,
9999,49473,nii-kerge,,5,,
9999,51510,noshyjustshine,,5,,
9999,52585,komnata,,5,,
9999,52971,team-pigeons,,5,,
9999,53049,vitaplur,,5,,
9999,53188,gunrunners,,5,,
9999,53711,1a2a3a,,5,,
9999,53906,censored,,5,,
9999,53907,raregodz,,5,,
9999,54248,marca registrada,,5,12927,marca-registrada
9999,54324,aitu,,5,,
9999,54364,vignis-esports,,5,,
9999,54564,rage,,5,,
9999,54723,nuclear-tigeres,,5,,
9999,55164,pigsty,,5,,
9999,55188,c-s-d-e,,5,,
9999,55759,7rex,,5,,
9999,55794,team-nostalgia,,5,,
9999,55828,krakenseasgg,,5,,
9999,55830,guangdong-tigers,,5,,
9999,55878,rey-esports,,5,,
9999,55893,tnc,,5,5257,tnc
9999,55895,dru%C5%BCynaspecjalnejtroski,,5,,
9999,55896,wudokopter,,5,,
9999,55897,mollitiem,,5,,
9999,55902,msklaners,,5,,
9999,55904,the-animals,,5,,
9999,55912,csgopositive,,5,,
9999,55913,the-le-bobix,,5,,
9999,55920,gcsy,,5,,
9999,55938,kraken-black,,5,,
9999,55941,volatile,,5,,
9999,55943,arrival-seven,,5,,
9999,55951,training-wheels,,5,,
9999,55953,da-jokas,,5,,
9999,55960,csg0ds,,5,,
9999,55973,griffin-esports,,5,,
9999,55989,tropa-do-dj,,5,,
9999,56104,twenty-seven,,5,,
9999,56116,nurtrade-gaming,,5,,
9999,56162,divergent,,5,,
9999,56174,w0wclan,,5,,
9999,56175,super-phalanx,,5,,
9999,56179,no-desire,,5,,
9999,56181,nicetry,,5,,
9999,56239,forever,,5,,
9999,56241,lord-waddles-duckington,,5,,
9999,56243,kabanchiki,,5,,
9999,56245,team-dad-buff,,5,,
9999,56282,lased,,5,,
9999,56380,panicattheveto,,5,,
9999,56381,boxed,,5,,
9999,56384,currycorner,,5,,
9999,56385,minus30pertimme,,5,,
9999,56415,yap-city,,5,,
9999,56459,noscope-esports,,5,,
9999,56487,cskejsaren,,5,,
9999,56495,ronin5,,5,,
9999,56537,project-h1,,5,,
9999,56544,vorpal-swords,,5,,
9999,56552,team-babinkos,,5,,
9999,56562,roadtotokyo,,5,,
9999,56569,phaze,,5,,
9999,56599,mwoof-left-me,,5,,
9999,56604,ezg-reborn-v2,,5,,
9999,56606,hostages,,5,,
9999,56608,inet-esport,,5,,
9999,56613,nextgen-esports,,5,,
9999,56614,fastmen,,5,,
9999,56616,watch-out,,5,,
9999,56618,pijem-bawim-sie,,5,,
9999,56640,lvg,,5,,
9999,56648,playfire,,5,,
9999,56733,doner,,5,,
9999,56734,4ever,,5,,
9999,56736,baicool-express,,5,,
9999,56787,drosselfamily,,5,,
9999,56824,loveset,,5,,
9999,56825,sixixixixix,,5,,
9999,56835,boop-boop-gang,,5,,
9999,56845,omen-esports,,5,,
9999,56886,inwesko,,5,,
9999,56907,i2k-esports,,5,,
9999,56909,dwf-group,,5,,
9999,56910,synical,,5,,
9999,56911,rubber-dinghy-rapids,,5,,
9999,56915,csdiilit,,5,,
9999,56937,lads,,5,,
9999,56940,stragasonhos,,5,13349,stragasonhos
9999,17915,millennium,,5,,
9999,22977,havu-gaming,,5,,
9999,29347,team-uk,,5,,
9999,31553,team-sweden-female,,5,,
9999,32604,shipachi,,5,,
9999,44734,aimerlegion,,5,,
9999,47281,takemeaway-gaming,,5,,
9999,51652,atrix-esports,,5,,
9999,52947,kitsune-esports,,5,,
9999,52964,orbital-vsat-online,,5,,
9999,53187,sneaky-foxes,,5,,
9999,54107,yamato,,5,,
9999,54375,shadow-wizard-money,,5,,
9999,54389,prestige-esport,,5,,
9999,54590,pikejagarna,,5,,
9999,54610,8sins,,5,13024,8sins
9999,54618,mission-possible,,5,,
9999,54965,powermix,,5,,
9999,55171,quebon,,5,,
9999,55635,vizora-esports,,5,,
9999,55740,mindshock,,5,,
9999,55829,loboarmy,,5,,
9999,55850,the-hunters,,5,,
9999,55865,klanpedrajas,,5,,
9999,55891,enjoy,,5,,
9999,55990,burn,,5,,
9999,56058,super-shy,,5,,
9999,56085,am-gaming,,5,,
9999,56152,lithuanian-wolves,,5,,
9999,56280,la-masia,,5,,
9999,56394,xde-4,,5,,
9999,56396,qfire,,5,,
9999,56398,lan-posadka,,5,,
